user_id,gender,age,country,subscription_type,listening_time,songs_played_per_day,skip_rate,device_type,ads_listened_per_week,offline_listening,is_churned
1386,Male,34,US,Premium,143,28,0.578,Mobile,0,114,1
1387,Female,28,GB,Premium,207,39,0.32,Web,0,120,1
1388,Male,28,US,Premium,209,35,0.143,Mobile,0,125,0
1389,Other,33,AU,Premium,124,29,0.462,Web,0,111,1
1390,Female,25,SE,Family,245,42,0.419,Desktop,0,113,1
1391,Male,41,BR,Free,146,24,0.196,Mobile,17,10,0
1392,Male,28,US,Free,265,30,0.535,Mobile,16,8,1
1393,Male,34,GB,Free,36,28,0.191,Mobile,10,7,0
1394,Female,41,US,Family,307,26,0.377,Web,0,105,0
1395,Male,38,AU,Free,391,29,0.307,Mobile,20,8,0
1396,Female,18,AU,Free,144,29,0.173,Mobile,16,12,1
1397,Male,33,GB,Student,204,39,0.501,Mobile,0,7,1
1398,Male,36,FR,Student,135,33,0.254,Mobile,0,10,1
1399,Female,37,US,Student,21,44,0.213,Mobile,0,5,0
1400,Female,21,GB,Free,49,38,0.189,Mobile,22,6,1
1401,Male,24,DE,Family,161,33,0.168,Web,0,111,0
1402,Male,37,US,Free,66,39,0.26,Mobile,12,7,1
1403,Male,23,US,Free,441,33,0.251,Mobile,27,11,0
1404,Female,27,US,Free,221,34,0.441,Mobile,16,7,0
1405,Female,42,BR,Premium,280,31,0.306,Desktop,0,137,0
1406,Female,29,AU,Free,49,26,0.174,Mobile,19,10,1
1407,Female,24,NL,Premium,112,33,0.668,Mobile,0,115,1
1408,Female,22,IN,Family,48,26,0.345,Mobile,0,111,0
1409,Female,32,CA,Free,258,37,0.465,Mobile,12,8,1
1410,Female,19,US,Free,35,29,0.698,Mobile,17,5,1
1411,Male,28,SE,Free,172,32,0.36,Mobile,17,6,1
1412,Male,32,DE,Student,34,33,0.047,Mobile,0,7,0
1413,Male,40,FR,Free,96,27,0.237,Mobile,25,17,0
1414,Male,35,FR,Free,112,44,0.61,Desktop,20,8,1
1415,Female,24,BR,Free,303,27,0.437,Mobile,24,13,1
1416,Other,39,US,Family,212,35,0.198,Web,0,111,0
1417,Male,27,US,Free,151,41,0.298,Mobile,19,5,0
1418,Male,20,FR,Free,59,35,0.304,Desktop,24,17,1
1419,Female,28,AU,Free,61,40,0.222,Mobile,15,10,1
1420,Other,41,FR,Family,82,35,0.172,Mobile,0,109,0
1421,Male,31,GB,Free,114,34,0.259,Desktop,18,6,1
1422,Female,30,US,Premium,116,29,0.373,Mobile,0,130,0
1423,Male,43,IN,Free,226,26,0.298,Mobile,17,3,1
1424,Male,18,IN,Student,90,46,0.138,Desktop,0,10,0
1425,Other,19,DE,Premium,214,23,0.636,Desktop,0,122,1
1426,Other,17,US,Premium,157,44,0.377,Mobile,0,115,1
1427,Male,32,AU,Free,65,25,0.074,Mobile,23,8,0
1428,Other,31,CA,Free,175,27,0.214,Mobile,23,7,1
1429,Female,42,IN,Free,129,41,0.392,Web,20,18,1
1430,Female,31,US,Premium,28,33,0.098,Mobile,0,128,0
1431,Female,26,US,Student,43,51,0.103,Desktop,0,14,0
1432,Female,30,BR,Free,188,25,0.29,Mobile,20,8,1
1433,Female,30,US,Family,86,29,0.645,Mobile,0,134,1
1434,Female,16,GB,Free,145,31,0.581,Mobile,30,11,1
1435,Male,51,GB,Student,242,35,0.539,Mobile,0,12,0
1436,Male,34,IN,Free,112,27,0.458,Mobile,26,7,1
1437,Male,31,US,Free,254,30,0.199,Mobile,18,9,0
1438,Female,34,US,Free,46,37,0.591,Mobile,25,9,1
1439,Male,35,AU,Premium,251,54,0.149,Mobile,0,117,0
1440,Female,28,CA,Premium,66,29,0.065,Mobile,0,110,0
1441,Other,24,US,Free,153,22,0.421,Mobile,17,16,1
1442,Male,34,US,Premium,207,37,0.144,Desktop,0,113,0
1443,Female,33,SE,Free,346,32,0.257,Mobile,27,8,0
1444,Male,23,US,Free,477,28,0.391,Mobile,28,6,0
1445,Female,41,DE,Free,49,30,0.247,Web,14,14,1
1446,Male,32,GB,Premium,382,53,0.066,Mobile,0,126,0
1447,Female,35,BR,Premium,167,28,0.071,Web,0,101,0
1448,Female,41,IN,Premium,81,46,0.491,Mobile,0,114,1
1449,Other,30,DE,Premium,288,24,0.19,Mobile,0,127,0
1450,Female,32,US,Free,185,25,0.3,Mobile,20,9,1
1451,Female,36,BR,Premium,145,33,0.502,Mobile,0,134,1
1452,Female,24,GB,Free,142,30,0.148,Mobile,29,10,0
1453,Female,30,AU,Premium,321,36,0.286,Mobile,0,114,0
1454,Female,31,GB,Free,176,54,0.31,Desktop,24,6,1
1455,Male,22,IN,Premium,197,22,0.199,Mobile,0,122,0
1456,Other,48,US,Premium,232,25,0.184,Mobile,0,128,0
1457,Female,18,IN,Free,70,30,0.39,Mobile,24,7,1
1458,Female,19,US,Premium,210,37,0.758,Desktop,0,116,1
1459,Male,40,US,Free,167,33,0.382,Mobile,25,14,1
1460,Female,35,US,Free,292,34,0.511,Mobile,23,7,1
1461,Male,21,US,Premium,205,49,0.238,Desktop,0,137,0
1462,Female,34,US,Family,44,22,0.176,Web,0,119,1
1463,Male,41,US,Free,84,30,0.249,Mobile,16,7,0
1464,Female,29,AU,Free,218,32,0.105,Web,31,6,0
1465,Other,50,US,Premium,121,54,0.256,Mobile,0,129,0
1466,Male,16,IN,Premium,88,34,0.53,Web,0,133,1
1467,Other,35,US,Free,66,18,0.391,Mobile,22,12,1
1468,Male,39,DE,Family,108,29,0.164,Web,0,134,0
1469,Female,37,GB,Premium,136,23,0.23,Desktop,0,115,0
1470,Female,28,SE,Free,115,21,0.491,Mobile,11,14,1
1471,Female,27,BR,Free,182,50,0.117,Mobile,29,10,1
1472,Female,33,GB,Free,52,34,0.101,Mobile,17,10,0
1473,Female,36,IN,Premium,116,24,0.154,Mobile,0,118,0
1474,Male,34,US,Free,143,30,0.43,Mobile,15,14,1
1475,Male,38,CA,Student,184,37,0.384,Web,0,11,1
1476,Female,21,US,Free,135,18,0.504,Mobile,19,8,1
1477,Female,28,US,Premium,108,35,0.08,Mobile,0,128,0
1478,Female,22,US,Free,73,35,0.242,Mobile,28,12,1
1479,Female,26,IN,Family,170,34,0.314,Mobile,0,143,0
1480,Male,38,GB,Premium,134,25,0.337,Mobile,0,116,0
1481,Female,30,IN,Free,114,49,0.4,Mobile,22,12,1
1482,Male,50,GB,Student,119,33,0.206,Web,0,12,0
1483,Female,31,US,Free,60,31,0.121,Desktop,20,7,1
1484,Male,30,IN,Premium,133,27,0.204,Desktop,0,97,0
1485,Male,30,BR,Family,79,29,0.292,Desktop,0,109,0
1486,Male,24,AU,Premium,119,24,0.491,Mobile,0,113,0
1487,Male,29,CA,Family,144,24,0.115,Desktop,0,111,0
1488,Female,39,IN,Family,91,27,0.562,Mobile,0,103,1
1489,Male,30,IN,Student,27,43,0.303,Mobile,0,10,1
1490,Male,23,US,Free,300,35,0.487,Mobile,20,6,1
1491,Male,22,US,Free,65,52,0.274,Mobile,12,8,1
1492,Male,26,US,Premium,137,38,0.315,Mobile,0,125,0
1493,Male,30,US,Premium,164,37,0.361,Mobile,0,119,1
1494,Male,39,GB,Premium,210,38,0.186,Mobile,0,127,0
1495,Female,19,SE,Free,28,41,0.048,Mobile,14,9,0
1496,Female,27,GB,Family,104,50,0.494,Desktop,0,127,1
1497,Female,31,IN,Student,270,31,0.349,Mobile,0,10,0
1498,Female,15,IN,Free,364,27,0.296,Web,19,7,0
1499,Male,23,US,Free,94,26,0.293,Mobile,25,7,1
1500,Female,24,US,Free,156,27,0.548,Mobile,23,11,1
1501,Female,23,CA,Free,76,18,0.248,Mobile,26,11,1
1502,Female,31,IN,Premium,135,31,0.455,Web,0,114,1
1503,Male,28,SE,Family,223,25,0.316,Mobile,0,112,0
1504,Male,25,US,Free,76,31,0.593,Mobile,18,11,1
1505,Male,33,AU,Premium,147,41,0.294,Mobile,0,114,0
1506,Male,43,US,Premium,200,42,0.362,Mobile,0,125,0
1507,Female,43,IN,Free,170,36,0.381,Mobile,23,14,0
1508,Female,14,DE,Premium,40,33,0.093,Desktop,0,125,0
1509,Female,34,US,Premium,164,31,0.435,Mobile,0,127,1
1510,Female,28,US,Family,46,24,0.048,Mobile,0,122,0
1511,Female,31,US,Free,23,33,0.615,Mobile,17,6,1
1512,Female,26,US,Premium,55,30,0.115,Mobile,0,103,1
1513,Other,30,IN,Free,68,21,0.282,Web,23,15,1
1514,Male,31,US,Free,58,24,0.451,Web,14,11,1
1515,Male,25,DE,Free,133,32,0.508,Mobile,18,6,1
1516,Male,22,US,Free,377,28,0.542,Mobile,23,12,1
1517,Female,26,IN,Free,113,27,0.044,Web,20,9,1
1518,Female,31,IN,Free,156,57,0.275,Mobile,14,12,1
1519,Male,34,IN,Premium,225,31,0.358,Mobile,0,124,0
1520,Other,36,CA,Premium,335,25,0.102,Web,0,106,0
1521,Male,26,US,Free,132,36,0.551,Mobile,21,13,1
1522,Other,32,BR,Free,57,32,0.084,Mobile,17,6,1
1523,Male,37,US,Premium,294,25,0.316,Mobile,0,111,0
1524,Male,39,US,Free,95,36,0.327,Web,28,9,1
1525,Female,29,US,Free,273,34,0.473,Mobile,19,9,1
1526,Male,28,FR,Premium,199,29,0.493,Mobile,0,120,1
1527,Male,31,FR,Free,218,21,0.181,Desktop,22,10,1
1528,Male,20,FR,Free,248,33,0.31,Desktop,15,16,1
1529,Female,28,GB,Free,175,37,0.671,Mobile,18,10,1
1530,Female,35,US,Free,94,27,0.152,Mobile,17,8,1
1531,Male,35,AU,Student,217,29,0.412,Mobile,0,16,0
1532,Female,27,GB,Free,57,34,0.301,Mobile,13,7,1
1533,Female,31,GB,Premium,256,23,0.459,Mobile,0,111,0
1534,Male,23,CA,Premium,395,56,0.487,Desktop,0,119,0
1535,Male,35,US,Free,56,29,0.222,Mobile,22,9,1
1536,Male,29,US,Free,29,25,0.571,Mobile,15,12,1
1537,Male,27,GB,Family,208,24,0.475,Mobile,0,116,1
1538,Female,27,US,Family,144,33,0.07,Mobile,0,118,0
1539,Male,29,US,Free,37,48,0.076,Desktop,14,5,1
1540,Female,26,AU,Free,40,27,0.088,Desktop,20,12,0
1541,Female,35,CA,Premium,184,42,0.149,Mobile,0,106,0
1542,Male,26,GB,Free,160,34,0.253,Mobile,20,14,0
1543,Female,42,IN,Free,42,57,0.425,Mobile,9,12,1
1544,Male,41,NL,Free,291,20,0.415,Mobile,25,11,1
1545,Other,22,US,Free,205,31,0.613,Mobile,17,8,1
1546,Female,30,BR,Free,116,55,0.273,Mobile,12,11,1
1547,Female,24,CA,Free,93,27,0.598,Mobile,18,12,1
1548,Female,27,US,Premium,98,52,0.224,Mobile,0,123,0
1549,Male,46,US,Premium,68,25,0.431,Mobile,0,138,0
1550,Female,27,GB,Free,430,32,0.478,Mobile,15,11,0
1551,Other,32,IN,Free,108,42,0.333,Mobile,19,15,0
1552,Female,34,US,Premium,175,29,0.279,Desktop,0,122,0
1553,Female,21,CA,Free,53,27,0.135,Mobile,19,15,1
1554,Female,23,FR,Free,102,36,0.31,Web,13,10,1
1555,Male,20,GB,Free,145,52,0.271,Mobile,22,7,1
1556,Male,22,BR,Free,139,26,0.438,Mobile,14,8,1
1557,Female,13,BR,Student,10,29,0.279,Mobile,0,12,1
1558,Male,34,GB,Premium,109,28,0.545,Mobile,0,118,1
1559,Female,46,NL,Free,242,27,0.306,Web,20,6,0
1560,Other,31,US,Premium,41,31,0.184,Mobile,0,115,0
1561,Male,18,US,Free,468,29,0.332,Mobile,24,8,0
1562,Male,24,US,Free,148,26,0.063,Mobile,22,14,1
1563,Female,26,DE,Free,166,29,0.225,Mobile,18,12,1
1564,Male,21,DE,Premium,39,23,0.149,Mobile,0,132,0
1565,Female,36,GB,Free,149,33,0.211,Mobile,17,13,0
1566,Male,36,US,Free,142,29,0.323,Mobile,14,12,1
1567,Female,20,US,Free,42,30,0.327,Desktop,18,3,1
1568,Male,35,BR,Free,263,33,0.167,Mobile,12,5,1
1569,Female,42,BR,Premium,70,34,0.065,Mobile,0,131,0
1570,Female,45,FR,Family,116,29,0.274,Mobile,0,133,0
1571,Female,52,FR,Premium,271,36,0.388,Desktop,0,121,0
1572,Male,22,DE,Premium,48,37,0.23,Desktop,0,120,0
1573,Female,52,US,Family,68,32,0.131,Mobile,0,138,0
1574,Female,27,GB,Free,127,33,0.048,Mobile,14,9,1
1575,Male,25,IN,Free,136,51,0.38,Mobile,21,13,1
1576,Male,32,CA,Free,183,30,0.233,Mobile,26,9,0
1577,Male,25,US,Free,392,20,0.173,Mobile,22,19,0
1578,Female,33,NL,Free,291,29,0.218,Mobile,15,15,0
1579,Female,19,BR,Free,206,25,0.225,Desktop,17,14,1
1580,Female,28,US,Free,175,26,0.079,Mobile,14,9,0
1581,Male,40,DE,Premium,92,50,0.262,Mobile,0,121,0
1582,Male,29,AU,Student,25,20,0.316,Mobile,0,14,1
1583,Female,31,US,Free,620,31,0.178,Desktop,21,8,0
1584,Female,33,GB,Free,89,43,0.246,Mobile,23,13,1
1585,Other,39,GB,Premium,91,21,0.097,Mobile,0,117,0
1586,Male,16,GB,Free,48,59,0.51,Mobile,20,13,1
1587,Female,34,BR,Free,184,31,0.262,Mobile,25,13,1
1588,Male,27,US,Free,95,27,0.078,Mobile,16,8,0
1589,Male,31,US,Premium,308,31,0.033,Mobile,0,99,1
1590,Female,38,US,Family,324,26,0.308,Mobile,0,130,0
1591,Female,20,US,Premium,102,27,0.075,Mobile,0,108,0
1592,Other,21,GB,Free,278,24,0.205,Mobile,17,8,1
1593,Male,14,IN,Free,126,32,0.588,Mobile,24,8,1
1594,Male,25,US,Free,66,30,0.265,Mobile,24,9,1
1595,Female,40,FR,Student,63,28,0.291,Mobile,0,15,1
1596,Female,29,FR,Premium,175,24,0.247,Web,0,126,0
1597,Male,19,US,Free,93,39,0.214,Desktop,27,10,1
1598,Male,26,DE,Premium,164,35,0.387,Web,0,126,0
1599,Male,18,FR,Free,186,26,0.23,Mobile,31,3,1
1600,Female,20,GB,Student,116,28,0.347,Mobile,0,12,0
1601,Male,33,US,Family,90,31,0.521,Mobile,0,127,1
1602,Male,20,DE,Free,101,23,0.283,Mobile,20,9,1
1603,Male,38,SE,Premium,268,37,0.201,Mobile,0,106,0
1604,Male,29,GB,Free,53,44,0.3,Mobile,14,14,1
1605,Male,30,GB,Free,53,30,0.359,Mobile,20,11,1
1606,Female,27,GB,Premium,88,28,0.125,Mobile,0,111,0
1607,Male,36,US,Premium,273,32,0.21,Web,0,111,0
1608,Female,36,CA,Free,281,36,0.403,Mobile,26,7,1
1609,Male,32,US,Premium,181,31,0.735,Mobile,0,109,1
1610,Female,34,US,Premium,248,26,0.166,Mobile,0,124,0
1611,Female,28,GB,Free,83,56,0.165,Desktop,17,14,1
1612,Female,34,US,Free,54,36,0.399,Desktop,23,12,1
1613,Female,27,GB,Premium,147,31,0.426,Mobile,0,107,0
1614,Male,30,US,Free,193,34,0.28,Mobile,18,10,1
1615,Male,27,US,Family,309,38,0.527,Desktop,0,120,1
1616,Female,26,BR,Free,42,29,0.447,Mobile,25,11,1
1617,Other,24,AU,Free,123,29,0.358,Web,19,9,1
1618,Female,33,US,Free,69,40,0.264,Mobile,16,11,1
1619,Female,40,CA,Premium,16,25,0.376,Mobile,0,104,1
1620,Female,39,US,Premium,131,27,0.265,Web,0,124,0
1621,Female,19,GB,Free,178,59,0.049,Mobile,13,10,1
1622,Male,40,GB,Free,104,35,0.14,Mobile,19,9,1
1623,Female,27,US,Family,113,31,0.363,Mobile,0,106,1
1624,Other,34,IN,Free,112,30,0.298,Desktop,20,10,1
1625,Male,22,US,Free,41,35,0.18,Mobile,22,8,1
1626,Female,31,US,Free,109,38,0.264,Mobile,24,7,1
1627,Male,32,IN,Free,27,32,0.261,Mobile,13,15,1
1628,Female,18,FR,Free,190,25,0.181,Desktop,21,11,1
1629,Male,34,GB,Free,71,34,0.379,Mobile,19,7,1
1630,Female,40,GB,Free,274,28,0.288,Mobile,20,12,1
1631,Female,28,GB,Family,12,52,0.293,Mobile,0,95,1
1632,Male,40,GB,Free,270,45,0.172,Desktop,26,19,0
1633,Female,28,GB,Premium,66,35,0.291,Desktop,0,131,1
1634,Female,36,GB,Premium,328,24,0.208,Mobile,0,128,0
1635,Other,13,CA,Free,187,30,0.116,Desktop,12,8,1
1636,Male,49,IN,Premium,304,24,0.223,Mobile,0,115,0
1637,Male,41,IN,Free,120,31,0.376,Mobile,14,12,1
1638,Male,27,US,Free,227,26,0.26,Desktop,20,13,0
1639,Other,14,GB,Family,140,34,0.333,Mobile,0,127,0
1640,Other,32,US,Premium,40,34,0.181,Mobile,0,103,0
1641,Female,18,CA,Family,64,35,0.117,Web,0,125,1
1642,Female,33,GB,Family,318,37,0.328,Mobile,0,126,0
1643,Female,33,AU,Free,114,40,0.503,Mobile,19,8,1
1644,Female,22,IN,Free,129,41,0.323,Web,13,5,1
1645,Male,38,AU,Free,99,24,0.303,Mobile,14,8,1
1646,Female,36,IN,Family,74,46,0.438,Mobile,0,129,0
1647,Male,37,NL,Family,88,24,0.474,Mobile,0,126,1
1648,Female,30,DE,Premium,118,35,0.696,Mobile,0,122,1
1649,Female,18,NL,Free,98,27,0.445,Mobile,30,11,1
1650,Female,37,US,Free,271,56,0.26,Mobile,23,3,1
1651,Male,27,US,Family,92,25,0.124,Mobile,0,119,1
1652,Male,18,CA,Student,292,32,0.544,Desktop,0,9,1
1653,Male,40,SE,Free,86,36,0.366,Mobile,29,13,1
1654,Male,46,GB,Free,119,36,0.243,Mobile,22,14,1
1655,Male,29,US,Free,76,24,0.558,Desktop,22,8,1
1656,Other,47,GB,Free,123,32,0.48,Desktop,25,5,1
1657,Female,30,FR,Family,111,21,0.548,Mobile,0,123,1
1658,Male,26,US,Free,209,28,0.465,Mobile,20,14,1
1659,Male,24,IN,Premium,115,25,0.314,Mobile,0,112,1
1660,Male,43,NL,Free,319,28,0.105,Mobile,18,3,0
1661,Female,23,AU,Free,74,27,0.121,Mobile,17,10,1
1662,Female,35,US,Free,163,28,0.415,Mobile,21,10,1
1663,Other,25,US,Premium,184,26,0.271,Mobile,0,127,0
1664,Female,26,US,Premium,251,56,0.167,Web,0,117,0
1665,Other,38,GB,Free,72,32,0.168,Desktop,20,9,0
1666,Female,26,US,Free,235,27,0.428,Mobile,17,12,1
1667,Male,26,IN,Free,414,33,0.36,Mobile,19,12,1
1668,Other,39,US,Free,218,29,0.287,Desktop,23,8,1
1669,Male,42,BR,Premium,63,18,0.285,Desktop,0,120,0
1670,Female,35,AU,Premium,101,30,0.106,Web,0,110,1
1671,Male,24,US,Free,135,26,0.068,Mobile,28,9,0
1672,Female,25,SE,Family,83,31,0.333,Mobile,0,125,0
1673,Female,30,IN,Premium,275,46,0.352,Web,0,110,0
1674,Female,32,GB,Free,43,31,0.527,Mobile,15,16,1
1675,Female,22,GB,Free,69,36,0.399,Desktop,18,15,1
1676,Male,35,GB,Family,89,30,0.39,Mobile,0,120,1
1677,Male,30,US,Premium,223,38,0.348,Desktop,0,135,0
1678,Male,16,DE,Free,132,25,0.447,Mobile,24,13,1
1679,Male,22,US,Premium,202,22,0.101,Mobile,0,112,0
1680,Female,25,DE,Free,131,19,0.267,Mobile,23,11,1
1681,Male,29,US,Family,152,30,0.286,Web,0,119,0
1682,Other,45,US,Family,93,44,0.389,Mobile,0,140,0
1683,Female,31,CA,Premium,174,29,0.313,Mobile,0,130,0
1684,Female,23,CA,Premium,218,28,0.082,Mobile,0,125,0
1685,Male,31,GB,Free,62,33,0.186,Web,15,3,1
1686,Female,27,US,Premium,97,31,0.032,Mobile,0,119,0
1687,Other,32,AU,Premium,153,43,0.109,Mobile,0,127,0
1688,Female,34,DE,Free,170,30,0.104,Mobile,19,12,1
1689,Female,39,US,Premium,58,49,0.138,Mobile,0,111,0
1690,Female,29,GB,Family,306,35,0.19,Mobile,0,139,0
1691,Male,43,GB,Free,119,34,0.328,Mobile,25,11,1
1692,Female,37,US,Free,102,34,0.171,Desktop,19,11,1
1693,Male,24,DE,Premium,448,34,0.172,Mobile,0,126,0
1694,Male,47,BR,Family,170,39,0.115,Mobile,0,120,0
1695,Male,32,IN,Family,189,33,0.6,Desktop,0,128,1
1696,Male,23,US,Premium,144,21,0.76,Web,0,118,1
1697,Male,43,BR,Family,124,30,0.164,Desktop,0,140,0
1698,Male,46,US,Premium,178,53,0.13,Mobile,0,134,0
1699,Other,29,NL,Free,50,24,0.324,Mobile,24,8,1
1700,Female,25,US,Premium,132,21,0.222,Mobile,0,110,0
1701,Other,28,GB,Free,75,35,0.114,Mobile,20,7,1
1702,Male,35,DE,Free,80,31,0.265,Mobile,19,8,1
1703,Male,40,US,Free,44,32,0.334,Web,23,4,1
1704,Female,34,IN,Free,78,26,0.152,Mobile,28,6,0
1705,Male,30,DE,Free,82,37,0.362,Mobile,19,7,1
1706,Male,41,US,Free,20,22,0.244,Mobile,20,12,1
1707,Female,27,DE,Free,294,40,0.249,Mobile,23,8,0
1708,Male,38,GB,Free,198,24,0.258,Mobile,28,9,0
1709,Female,27,US,Free,54,46,0.395,Mobile,16,8,1
1710,Female,33,SE,Premium,67,21,0.093,Mobile,0,123,0
1711,Male,29,AU,Family,54,34,0.491,Mobile,0,113,1
1712,Male,29,US,Family,94,31,0.065,Web,0,114,0
1713,Female,26,CA,Free,91,32,0.24,Mobile,18,3,1
1714,Female,40,US,Premium,430,32,0.465,Desktop,0,119,0
1715,Male,24,IN,Free,94,31,0.215,Mobile,23,7,1
1716,Other,24,AU,Free,161,29,0.312,Web,26,8,1
1717,Male,46,US,Premium,68,33,0.343,Mobile,0,113,0
1718,Female,37,BR,Premium,210,30,0.191,Web,0,106,0
1719,Other,13,GB,Family,92,30,0.089,Mobile,0,134,0
1720,Male,25,GB,Premium,43,37,0.669,Mobile,0,119,1
1721,Male,15,AU,Free,80,30,0.114,Mobile,18,13,1
1722,Male,22,GB,Family,76,34,0.227,Mobile,0,134,0
1723,Male,13,GB,Premium,173,25,0.146,Mobile,0,97,0
1724,Male,28,FR,Family,126,37,0.54,Web,0,116,1
1725,Female,20,US,Premium,149,43,0.208,Mobile,0,124,0
1726,Male,30,US,Free,229,28,0.162,Mobile,23,7,0
1727,Female,16,AU,Free,31,27,0.239,Mobile,17,8,1
1728,Other,30,FR,Free,106,37,0.358,Mobile,17,7,1
1729,Female,26,BR,Free,89,41,0.148,Mobile,18,5,1
1730,Female,42,US,Free,172,54,0.567,Mobile,27,9,1
1731,Male,41,CA,Free,161,46,0.138,Desktop,20,16,0
1732,Female,36,NL,Family,28,61,0.241,Mobile,0,115,0
1733,Female,27,US,Family,163,32,0.339,Web,0,122,0
1734,Male,45,US,Premium,75,24,0.249,Mobile,0,111,1
1735,Male,17,GB,Free,265,22,0.164,Web,21,6,0
1736,Female,18,US,Free,114,34,0.443,Mobile,19,14,1
1737,Male,29,US,Premium,73,36,0.468,Desktop,0,138,1
1738,Male,48,BR,Free,267,28,0.002,Mobile,12,4,0
1739,Male,28,SE,Family,67,22,0.413,Mobile,0,123,1
1740,Male,28,CA,Family,226,28,0.502,Mobile,0,111,0
1741,Female,18,IN,Free,175,42,0.237,Mobile,14,18,0
1742,Female,37,BR,Premium,273,36,0.386,Mobile,0,123,0
1743,Female,37,IN,Free,179,37,0.17,Mobile,21,12,1
1744,Male,36,US,Premium,240,28,0.128,Mobile,0,115,0
1745,Male,24,US,Free,140,27,0.113,Desktop,20,9,1
1746,Female,24,US,Free,318,26,0.103,Web,21,13,0
1747,Male,19,US,Premium,119,26,0.104,Mobile,0,114,1
1748,Male,30,US,Premium,44,51,0.2,Mobile,0,128,0
1749,Female,21,GB,Premium,45,30,0.118,Mobile,0,127,0
1750,Male,20,US,Free,30,41,0.147,Desktop,21,11,1
1751,Female,26,US,Premium,371,28,0.255,Web,0,130,0
1752,Male,26,CA,Premium,127,47,0.347,Web,0,119,1
1753,Male,25,US,Student,27,29,0.118,Web,0,14,0
1754,Male,33,IN,Family,180,28,0.184,Web,0,125,0
1755,Other,30,US,Premium,96,53,0.193,Web,0,144,0
1756,Female,27,BR,Premium,273,53,0.089,Mobile,0,121,0
1757,Other,31,NL,Premium,193,34,0.332,Web,0,127,0
1758,Female,22,IN,Free,175,39,0.225,Desktop,24,9,0
1759,Male,30,IN,Free,83,30,0.374,Mobile,16,7,1
1760,Female,31,AU,Family,386,19,0.047,Mobile,0,125,0
1761,Female,17,US,Family,147,45,0.078,Mobile,0,123,0
1762,Female,37,SE,Premium,192,32,0.031,Desktop,0,113,1
1763,Male,22,IN,Free,70,34,0.102,Mobile,17,6,1
1764,Female,30,IN,Free,106,29,0.477,Mobile,15,10,1
1765,Male,39,US,Free,39,23,0.215,Desktop,25,11,0
1766,Male,37,CA,Free,105,28,0.208,Mobile,22,7,1
1767,Female,30,FR,Free,167,28,0.089,Desktop,21,10,0
1768,Female,27,DE,Student,28,29,0.16,Desktop,0,15,0
1769,Male,37,IN,Free,45,30,0.124,Web,21,2,1
1770,Male,35,US,Premium,69,28,0.127,Mobile,0,116,0
1771,Female,25,US,Free,62,34,0.023,Web,15,8,0
1772,Female,23,GB,Student,53,29,0.28,Mobile,0,8,1
1773,Female,13,US,Family,83,36,0.134,Mobile,0,116,0
1774,Other,31,US,Free,162,46,0.829,Mobile,29,14,1
1775,Female,29,US,Student,39,30,0.185,Mobile,0,12,1
1776,Male,39,US,Premium,48,57,0.377,Web,0,118,1
1777,Female,32,GB,Free,147,27,0.404,Mobile,17,7,1
1778,Male,40,US,Premium,239,45,0.053,Web,0,128,0
1779,Male,24,NL,Free,365,47,0.608,Mobile,23,14,1
1780,Female,39,IN,Premium,51,30,0.085,Mobile,0,116,0
1781,Male,25,IN,Student,65,25,0.18,Mobile,0,6,1
1782,Other,36,US,Premium,61,24,0.296,Mobile,0,109,0
1783,Female,18,DE,Free,494,34,0.12,Web,18,10,0
1784,Female,31,CA,Free,93,30,0.322,Desktop,18,6,1
1785,Female,14,SE,Free,443,22,0.453,Mobile,17,6,1
1786,Female,27,IN,Free,162,31,0.097,Desktop,16,12,1
1787,Female,33,CA,Free,236,20,0.576,Mobile,18,6,1
1788,Female,25,BR,Free,161,36,0.371,Mobile,27,8,1
1789,Male,21,US,Premium,110,37,0.067,Mobile,0,115,0
1790,Female,36,US,Premium,103,27,0.39,Mobile,0,111,0
1791,Male,29,IN,Free,23,31,0.059,Web,18,14,1
1792,Female,26,US,Free,195,27,0.046,Mobile,15,12,0
1793,Female,30,US,Free,280,23,0.46,Mobile,20,13,1
1794,Female,51,IN,Free,31,33,0.208,Mobile,14,14,1
1795,Male,39,US,Free,81,28,0.178,Mobile,20,6,1
1796,Male,39,DE,Free,54,34,0.363,Mobile,22,17,1
1797,Female,33,AU,Premium,246,30,0.465,Mobile,0,126,1
1798,Male,31,US,Family,42,51,0.291,Desktop,0,118,0
1799,Male,13,US,Free,130,30,0.146,Mobile,22,10,0
1800,Male,24,US,Premium,307,27,0.398,Mobile,0,119,0
1801,Other,26,US,Free,101,32,0.356,Mobile,18,15,1
1802,Female,15,US,Family,138,34,0.231,Mobile,0,123,1
1803,Male,20,US,Free,48,42,0.371,Web,28,14,1
1804,Male,14,GB,Free,121,21,0.073,Mobile,20,8,1
1805,Male,29,US,Free,74,53,0.353,Mobile,13,5,1
1806,Female,36,IN,Free,116,18,0.209,Mobile,22,6,1
1807,Female,38,BR,Premium,419,26,0.304,Web,0,121,0
1808,Male,33,IN,Student,356,28,0.378,Web,0,9,0
1809,Male,22,CA,Premium,299,47,0.242,Mobile,0,136,0
1810,Male,14,US,Free,128,34,0.285,Mobile,18,10,1
1811,Female,15,IN,Premium,112,30,0.388,Mobile,0,123,1
